AGE,YOJ,INCOME,TRAVTIME,CAR_USE,BLUEBOOK,CAR_TYPE,RED_CAR,MVR_PTS,CAR_AGE,URBANICITY,RISK_VALUE
34.0,14.0,59828.0,56,Commercial,10880.0,SUV,no,0,13.0,Highly Urban/ Urban,5
41.0,14.0,74022.0,51,Private,13000.0,Sports Car,no,0,12.0,Highly Urban/ Urban,6
36.0,11.0,80256.0,9,Commercial,14860.0,Minivan,yes,1,15.0,Highly Urban/ Urban,5
55.0,14.0,6094.0,28,Commercial,22770.0,Panel Truck,yes,1,1.0,Highly Urban/ Urban,6
45.0,0.0,0.0,27,Private,14300.0,Minivan,no,1,11.0,Highly Urban/ Urban,4
45.0,12.0,30085.0,44,Commercial,7200.0,Pickup,no,3,8.0,Highly Urban/ Urban,6
50.0,11.0,80241.0,17,Private,14520.0,Pickup,no,7,11.0,Highly Urban/ Urban,6
44.0,15.0,46140.0,29,Commercial,10510.0,Pickup,no,7,1.0,Highly Urban/ Urban,6
55.0,12.0,55673.0,43,Commercial,27400.0,Van,no,0,13.0,Highly Urban/ Urban,5
44.0,8.0,32317.0,68,Private,22450.0,Minivan,yes,8,1.0,Highly Urban/ Urban,7
50.0,9.0,58762.0,13,Private,13320.0,Minivan,yes,0,8.0,Highly Urban/ Urban,7
60.0,15.0,76899.0,34,Private,7900.0,Sports Car,yes,0,14.0,Highly Urban/ Urban,6
40.0,12.0,48640.0,19,Commercial,10360.0,Pickup,no,0,4.0,Highly Rural/ Rural,4
57.0,6.0,78592.0,42,Commercial,15760.0,Sports Car,no,0,8.0,Highly Urban/ Urban,9
47.0,12.0,80105.0,29,Private,14210.0,Minivan,yes,1,12.0,Highly Urban/ Urban,5
47.0,12.0,21282.0,40,Commercial,18150.0,Van,no,3,1.0,Highly Urban/ Urban,5
64.0,13.0,61521.0,41,Private,7650.0,Sports Car,no,8,9.0,Highly Urban/ Urban,8
34.0,9.0,105554.0,75,Private,5300.0,Minivan,no,2,20.0,Highly Urban/ Urban,7
52.0,6.0,147666.0,43,Private,6700.0,SUV,no,0,17.0,Highly Rural/ Rural,7
42.0,3.0,69290.0,30,Commercial,23900.0,Panel Truck,yes,1,11.0,Highly Urban/ Urban,7
41.0,8.0,0.0,43,Commercial,5850.0,Pickup,yes,5,6.0,Highly Rural/ Rural,7
41.0,10.0,78675.0,33,Commercial,13470.0,Minivan,yes,0,3.0,Highly Urban/ Urban,6
46.0,8.0,2954.0,21,Private,3100.0,Sports Car,yes,4,5.0,Highly Urban/ Urban,6
54.0,11.0,105762.0,5,Private,17480.0,Minivan,yes,2,18.0,Highly Urban/ Urban,7
42.0,11.0,79185.0,28,Private,13020.0,SUV,no,5,1.0,Highly Urban/ Urban,6
56.0,13.0,111702.0,18,Private,18270.0,SUV,no,0,17.0,Highly Urban/ Urban,8
50.0,10.0,219024.0,27,Commercial,23370.0,Panel Truck,yes,4,20.0,Highly Urban/ Urban,9
59.0,12.0,5005.0,30,Private,7500.0,SUV,no,0,1.0,Highly Urban/ Urban,5
51.0,10.0,55573.0,18,Private,12160.0,SUV,no,6,14.0,Highly Urban/ Urban,6
53.0,8.0,61862.0,33,Private,11270.0,Pickup,yes,0,14.0,Highly Urban/ Urban,6
35.0,11.0,13760.0,27,Commercial,7700.0,SUV,no,3,1.0,Highly Urban/ Urban,4
54.0,13.0,88668.0,63,Private,20090.0,Minivan,no,1,14.0,Highly Urban/ Urban,5
50.0,13.0,2657.0,63,Private,10480.0,Sports Car,no,2,11.0,Highly Urban/ Urban,5
29.0,11.0,51122.0,40,Commercial,10470.0,SUV,no,9,9.0,Highly Urban/ Urban,8
32.0,14.0,21944.0,34,Private,7270.0,SUV,no,1,1.0,Highly Urban/ Urban,4
57.0,12.0,0.0,19,Private,11650.0,SUV,no,0,1.0,Highly Urban/ Urban,5
43.0,10.0,97953.0,43,Commercial,27180.0,Panel Truck,no,4,1.0,Highly Urban/ Urban,7
44.0,0.0,0.0,28,Private,14190.0,Sports Car,no,2,8.0,Highly Urban/ Urban,6
38.0,14.0,83937.0,28,Commercial,13800.0,SUV,no,0,10.0,Highly Urban/ Urban,5
37.0,14.0,96188.0,49,Private,13340.0,SUV,no,1,10.0,Highly Urban/ Urban,5
55.0,14.0,17820.0,32,Private,13340.0,SUV,no,3,8.0,Highly Rural/ Rural,5
51.0,14.0,62894.0,84,Private,5990.0,Sports Car,no,0,10.0,Highly Rural/ Rural,5
42.0,12.0,68090.0,45,Commercial,11750.0,Minivan,no,3,12.0,Highly Urban/ Urban,5
45.0,4.0,25032.0,34,Commercial,6100.0,Pickup,yes,5,1.0,Highly Rural/ Rural,6
54.0,12.0,52078.0,51,Commercial,23250.0,Panel Truck,yes,4,18.0,Highly Urban/ Urban,9
48.0,14.0,42008.0,23,Private,10000.0,SUV,no,0,14.0,Highly Rural/ Rural,3
54.0,8.0,90149.0,17,Private,15910.0,SUV,no,1,10.0,Highly Urban/ Urban,5
48.0,12.0,22633.0,30,Private,16730.0,SUV,no,0,9.0,Highly Urban/ Urban,6
50.0,0.0,0.0,32,Private,4980.0,Minivan,no,0,1.0,Highly Rural/ Rural,3
25.0,9.0,51544.0,44,Commercial,20630.0,SUV,no,8,1.0,Highly Urban/ Urban,8
55.0,15.0,75249.0,5,Commercial,17020.0,Van,yes,1,21.0,Highly Urban/ Urban,7
35.0,9.0,72389.0,45,Private,13440.0,Minivan,no,2,10.0,Highly Urban/ Urban,5
29.0,8.0,73842.0,25,Commercial,22340.0,Sports Car,no,4,1.0,Highly Urban/ Urban,7
45.0,0.0,0.0,33,Private,6000.0,Pickup,no,3,1.0,Highly Urban/ Urban,4
37.0,14.0,0.0,34,Private,10370.0,SUV,no,0,9.0,Highly Urban/ Urban,5
56.0,16.0,109521.0,30,Commercial,7100.0,Pickup,no,2,17.0,Highly Urban/ Urban,8
45.0,17.0,71969.0,44,Private,13060.0,SUV,no,0,1.0,Highly Urban/ Urban,6
51.0,11.0,117016.0,23,Private,20320.0,Minivan,no,6,8.0,Highly Urban/ Urban,7
48.0,10.0,0.0,43,Private,24150.0,Minivan,no,1,10.0,Highly Rural/ Rural,4
52.0,13.0,37295.0,28,Commercial,6700.0,Pickup,yes,0,1.0,Highly Rural/ Rural,5
40.0,7.0,50224.0,16,Commercial,13780.0,Minivan,yes,6,5.0,Highly Urban/ Urban,6
41.0,13.0,109957.0,50,Private,29470.0,Sports Car,no,1,18.0,Highly Urban/ Urban,8
44.0,14.0,44141.0,11,Private,5900.0,Pickup,no,0,0.0,Highly Urban/ Urban,4
54.0,12.0,30388.0,24,Private,16580.0,Van,no,0,13.0,Highly Urban/ Urban,4
42.0,12.0,85752.0,36,Commercial,5700.0,Pickup,no,2,19.0,Highly Urban/ Urban,7
50.0,11.0,8345.0,39,Private,15330.0,Minivan,yes,0,5.0,Highly Rural/ Rural,5
38.0,14.0,10486.0,33,Private,6350.0,Minivan,no,4,5.0,Highly Urban/ Urban,4
36.0,12.0,33284.0,68,Commercial,14640.0,SUV,no,0,10.0,Highly Urban/ Urban,5
62.0,12.0,33713.0,26,Commercial,23470.0,Sports Car,no,0,15.0,Highly Urban/ Urban,6
47.0,7.0,76462.0,29,Private,13850.0,Minivan,yes,0,7.0,Highly Urban/ Urban,7
47.0,7.0,144957.0,22,Private,24120.0,SUV,no,4,1.0,Highly Urban/ Urban,7
46.0,8.0,79317.0,5,Private,6100.0,Pickup,yes,7,6.0,Highly Urban/ Urban,8
42.0,9.0,64705.0,46,Commercial,22560.0,Panel Truck,yes,6,19.0,Highly Urban/ Urban,9
44.0,12.0,0.0,19,Private,2640.0,Sports Car,no,1,13.0,Highly Urban/ Urban,4
36.0,13.0,20891.0,39,Commercial,5100.0,SUV,no,9,7.0,Highly Urban/ Urban,7
33.0,0.0,0.0,27,Private,10160.0,Pickup,yes,3,1.0,Highly Urban/ Urban,5
35.0,10.0,17493.0,52,Private,19340.0,Minivan,no,7,1.0,Highly Urban/ Urban,6
43.0,11.0,142297.0,6,Private,24360.0,Minivan,no,0,1.0,Highly Urban/ Urban,5
45.0,14.0,94325.0,55,Private,6960.0,SUV,no,2,14.0,Highly Urban/ Urban,5
55.0,14.0,72337.0,28,Commercial,22980.0,Panel Truck,no,2,11.0,Highly Urban/ Urban,5
27.0,14.0,1212.0,30,Private,4200.0,Minivan,yes,2,1.0,Highly Urban/ Urban,4
41.0,13.0,157237.0,45,Private,17410.0,Minivan,no,0,15.0,Highly Urban/ Urban,5
40.0,13.0,5322.0,32,Commercial,9960.0,Pickup,no,3,1.0,Highly Urban/ Urban,4
43.0,11.0,39848.0,45,Private,18060.0,SUV,no,0,15.0,Highly Urban/ Urban,5
42.0,12.0,117978.0,17,Commercial,28700.0,SUV,no,0,7.0,Highly Rural/ Rural,7
57.0,15.0,51737.0,56,Private,17440.0,SUV,no,1,11.0,Highly Rural/ Rural,5
56.0,12.0,62483.0,18,Private,20940.0,Minivan,no,0,8.0,Highly Urban/ Urban,6
64.0,9.0,38020.0,11,Commercial,28710.0,Pickup,yes,0,3.0,Highly Urban/ Urban,7
32.0,9.0,60050.0,31,Private,11480.0,Minivan,no,2,1.0,Highly Urban/ Urban,5
39.0,11.0,0.0,16,Private,22920.0,Sports Car,no,0,10.0,Highly Urban/ Urban,4
37.0,7.0,97266.0,21,Commercial,14930.0,Minivan,no,0,11.0,Highly Urban/ Urban,5
45.0,14.0,19793.0,5,Private,7980.0,SUV,no,0,5.0,Highly Urban/ Urban,4
39.0,14.0,73367.0,36,Private,12740.0,Minivan,yes,4,7.0,Highly Urban/ Urban,7
32.0,15.0,4478.0,7,Private,6780.0,SUV,no,5,8.0,Highly Urban/ Urban,5
44.0,9.0,5952.0,22,Commercial,6500.0,Pickup,yes,0,10.0,Highly Urban/ Urban,5
39.0,14.0,50875.0,23,Commercial,14100.0,Sports Car,no,3,1.0,Highly Urban/ Urban,6
41.0,10.0,32057.0,20,Private,9800.0,SUV,no,0,1.0,Highly Rural/ Rural,4
35.0,7.0,62036.0,5,Commercial,16370.0,Van,yes,7,1.0,Highly Urban/ Urban,7
64.0,15.0,40528.0,54,Commercial,11950.0,Sports Car,no,6,6.0,Highly Urban/ Urban,8
46.0,13.0,266027.0,52,Commercial,34020.0,Panel Truck,yes,6,23.0,Highly Urban/ Urban,10
59.0,15.0,158703.0,32,Private,20540.0,SUV,no,0,18.0,Highly Urban/ Urban,8
39.0,13.0,52950.0,6,Private,10210.0,Pickup,yes,0,1.0,Highly Urban/ Urban,5
44.0,11.0,75046.0,56,Commercial,9000.0,Pickup,yes,6,10.0,Highly Urban/ Urban,6
40.0,12.0,39600.0,37,Private,5460.0,Sports Car,no,5,1.0,Highly Urban/ Urban,5
43.0,8.0,67109.0,38,Commercial,8530.0,SUV,no,0,1.0,Highly Urban/ Urban,6
48.0,13.0,75723.0,37,Private,7210.0,Minivan,no,0,12.0,Highly Urban/ Urban,4
38.0,10.0,75432.0,51,Private,16260.0,SUV,no,0,13.0,Highly Urban/ Urban,5
48.0,0.0,0.0,47,Private,6520.0,Minivan,yes,0,1.0,Highly Rural/ Rural,4
60.0,15.0,0.0,39,Private,16780.0,Sports Car,no,3,13.0,Highly Urban/ Urban,6
59.0,11.0,186632.0,35,Private,21730.0,Van,no,2,13.0,Highly Urban/ Urban,5
43.0,8.0,97103.0,17,Private,17960.0,SUV,no,4,15.0,Highly Urban/ Urban,6
43.0,0.0,0.0,41,Private,14240.0,SUV,no,1,1.0,Highly Urban/ Urban,5
64.0,7.0,75166.0,31,Private,5010.0,Sports Car,no,0,1.0,Highly Urban/ Urban,6
55.0,0.0,0.0,11,Private,8560.0,Sports Car,no,5,14.0,Highly Urban/ Urban,5
35.0,13.0,64872.0,44,Private,11490.0,SUV,no,3,8.0,Highly Urban/ Urban,6
54.0,12.0,10617.0,14,Commercial,7960.0,Pickup,no,2,9.0,Highly Urban/ Urban,6
35.0,8.0,33799.0,48,Private,13420.0,SUV,no,9,1.0,Highly Urban/ Urban,6
46.0,8.0,140766.0,41,Commercial,29220.0,Panel Truck,yes,1,13.0,Highly Urban/ Urban,7
26.0,0.0,0.0,10,Commercial,4100.0,Sports Car,no,5,6.0,Highly Urban/ Urban,6
43.0,11.0,46224.0,45,Commercial,11510.0,Pickup,yes,0,10.0,Highly Urban/ Urban,6
43.0,8.0,91877.0,5,Private,26290.0,Sports Car,no,2,18.0,Highly Urban/ Urban,8
54.0,13.0,193895.0,51,Private,9060.0,SUV,no,0,15.0,Highly Urban/ Urban,5
55.0,14.0,66964.0,47,Private,13700.0,Minivan,yes,3,18.0,Highly Urban/ Urban,7
45.0,0.0,0.0,36,Commercial,26500.0,Panel Truck,yes,2,8.0,Highly Rural/ Rural,7
42.0,11.0,34210.0,34,Private,12880.0,Minivan,yes,0,1.0,Highly Urban/ Urban,5
46.0,12.0,31177.0,41,Commercial,25420.0,Panel Truck,no,1,1.0,Highly Urban/ Urban,6
47.0,7.0,28654.0,22,Commercial,9070.0,Pickup,yes,3,8.0,Highly Rural/ Rural,6
45.0,12.0,107327.0,38,Private,18540.0,SUV,no,2,9.0,Highly Urban/ Urban,7
55.0,8.0,45918.0,52,Private,11590.0,Sports Car,no,0,1.0,Highly Urban/ Urban,6
43.0,11.0,24124.0,40,Private,8140.0,SUV,no,0,1.0,Highly Rural/ Rural,4
53.0,12.0,106830.0,28,Private,17480.0,Minivan,yes,0,7.0,Highly Urban/ Urban,7
49.0,13.0,33322.0,45,Commercial,21320.0,SUV,no,4,10.0,Highly Urban/ Urban,6
30.0,0.0,0.0,22,Private,4500.0,SUV,no,0,9.0,Highly Rural/ Rural,4
47.0,10.0,15249.0,62,Private,8400.0,Sports Car,no,1,15.0,Highly Urban/ Urban,5
41.0,16.0,38034.0,30,Private,11300.0,SUV,no,2,1.0,Highly Urban/ Urban,5
49.0,14.0,95156.0,70,Commercial,9720.0,Pickup,no,0,15.0,Highly Urban/ Urban,5
44.0,12.0,39852.0,37,Commercial,7410.0,SUV,no,0,6.0,Highly Urban/ Urban,6
31.0,11.0,110404.0,5,Commercial,13710.0,Pickup,no,2,14.0,Highly Rural/ Rural,5
51.0,13.0,65702.0,27,Private,15820.0,SUV,no,3,1.0,Highly Urban/ Urban,5
50.0,15.0,36504.0,30,Commercial,14210.0,Minivan,yes,0,8.0,Highly Urban/ Urban,6
58.0,11.0,51870.0,36,Commercial,24520.0,Panel Truck,yes,5,1.0,Highly Urban/ Urban,8
56.0,13.0,125795.0,52,Private,7100.0,Minivan,yes,0,14.0,Highly Urban/ Urban,6
41.0,14.0,99959.0,13,Private,18850.0,Minivan,no,1,11.0,Highly Urban/ Urban,4
37.0,7.0,61790.0,32,Commercial,15150.0,Minivan,no,0,7.0,Highly Urban/ Urban,6
57.0,10.0,33707.0,40,Commercial,27520.0,Pickup,no,0,1.0,Highly Rural/ Rural,6
37.0,0.0,0.0,18,Private,1500.0,SUV,no,3,1.0,Highly Urban/ Urban,4
34.0,12.0,68833.0,35,Commercial,21940.0,Pickup,no,3,9.0,Highly Urban/ Urban,6
49.0,13.0,28592.0,31,Commercial,9260.0,Pickup,no,6,1.0,Highly Urban/ Urban,5
42.0,13.0,64766.0,20,Commercial,11840.0,SUV,no,1,1.0,Highly Urban/ Urban,6
38.0,8.0,81447.0,36,Commercial,15820.0,Minivan,yes,0,9.0,Highly Rural/ Rural,7
55.0,14.0,81188.0,45,Commercial,39190.0,Panel Truck,no,3,1.0,Highly Urban/ Urban,7
37.0,11.0,62426.0,20,Private,11440.0,SUV,no,0,1.0,Highly Urban/ Urban,5
25.0,12.0,40095.0,38,Commercial,22720.0,Panel Truck,yes,6,9.0,Highly Urban/ Urban,8
44.0,5.0,87072.0,21,Private,14820.0,Minivan,no,0,15.0,Highly Urban/ Urban,5
20.0,7.0,19933.0,19,Commercial,15400.0,SUV,yes,5,9.0,Highly Urban/ Urban,8
40.0,7.0,52423.0,30,Private,7420.0,Sports Car,no,2,1.0,Highly Urban/ Urban,5
32.0,12.0,76985.0,37,Private,19500.0,Van,yes,4,15.0,Highly Urban/ Urban,5
35.0,0.0,0.0,17,Private,5000.0,Sports Car,no,0,1.0,Highly Urban/ Urban,4
37.0,11.0,80997.0,47,Commercial,16290.0,Van,yes,0,7.0,Highly Urban/ Urban,7
58.0,12.0,37528.0,26,Commercial,11050.0,Pickup,no,5,1.0,Highly Urban/ Urban,6
40.0,6.0,54159.0,65,Private,16920.0,Van,yes,1,1.0,Highly Rural/ Rural,5
54.0,12.0,62215.0,30,Commercial,21840.0,Sports Car,no,3,5.0,Highly Urban/ Urban,6
39.0,12.0,54714.0,42,Commercial,5400.0,Minivan,no,1,1.0,Highly Urban/ Urban,5
49.0,8.0,37356.0,63,Commercial,6400.0,Pickup,yes,7,6.0,Highly Urban/ Urban,8
48.0,12.0,0.0,25,Commercial,6300.0,SUV,no,0,10.0,Highly Rural/ Rural,4
42.0,13.0,28341.0,45,Commercial,8530.0,Pickup,yes,7,1.0,Highly Urban/ Urban,7
37.0,17.0,6217.0,27,Commercial,22260.0,Pickup,no,0,4.0,Highly Urban/ Urban,5
56.0,13.0,27968.0,20,Private,8260.0,SUV,no,0,10.0,Highly Rural/ Rural,4
48.0,6.0,52275.0,57,Private,14060.0,Minivan,no,3,6.0,Highly Urban/ Urban,7
21.0,5.0,40022.0,67,Private,9360.0,Sports Car,yes,0,1.0,Highly Urban/ Urban,7
33.0,12.0,46453.0,47,Private,6150.0,Minivan,no,1,5.0,Highly Urban/ Urban,4
38.0,12.0,122492.0,22,Private,33250.0,Pickup,no,4,1.0,Highly Urban/ Urban,6
33.0,7.0,22899.0,19,Private,7090.0,Pickup,yes,0,5.0,Highly Rural/ Rural,4
51.0,11.0,124550.0,37,Private,38290.0,Minivan,no,1,10.0,Highly Urban/ Urban,6
45.0,12.0,100822.0,5,Private,8310.0,Minivan,no,0,7.0,Highly Urban/ Urban,6
40.0,5.0,57063.0,46,Private,16250.0,Sports Car,no,0,19.0,Highly Urban/ Urban,8
58.0,14.0,39707.0,29,Commercial,16870.0,Van,yes,6,6.0,Highly Urban/ Urban,7
50.0,7.0,116403.0,21,Commercial,26520.0,Panel Truck,yes,1,1.0,Highly Urban/ Urban,7
39.0,12.0,87562.0,26,Commercial,10260.0,Pickup,yes,0,14.0,Highly Urban/ Urban,5
50.0,10.0,24358.0,11,Private,17790.0,Van,no,0,7.0,Highly Urban/ Urban,6
39.0,0.0,0.0,46,Private,5400.0,SUV,no,5,1.0,Highly Urban/ Urban,5
19.0,0.0,0.0,25,Private,9100.0,SUV,no,1,1.0,Highly Rural/ Rural,4
49.0,7.0,40452.0,25,Commercial,21600.0,Minivan,yes,1,7.0,Highly Rural/ Rural,6
33.0,12.0,14369.0,37,Private,6240.0,SUV,no,0,6.0,Highly Rural/ Rural,5
43.0,11.0,176021.0,35,Commercial,29330.0,Panel Truck,no,0,20.0,Highly Urban/ Urban,8
48.0,9.0,43095.0,39,Commercial,10850.0,Pickup,yes,3,1.0,Highly Urban/ Urban,7
45.0,15.0,70982.0,5,Private,13660.0,SUV,no,2,6.0,Highly Urban/ Urban,6
39.0,10.0,76150.0,39,Commercial,14010.0,Minivan,no,5,8.0,Highly Rural/ Rural,7
32.0,12.0,52469.0,21,Commercial,4700.0,Pickup,no,1,9.0,Highly Rural/ Rural,5
45.0,13.0,103087.0,28,Private,18230.0,Minivan,yes,1,9.0,Highly Urban/ Urban,7
46.0,7.0,106409.0,42,Commercial,24410.0,Pickup,no,0,18.0,Highly Urban/ Urban,9
53.0,14.0,59797.0,35,Private,18070.0,Minivan,no,0,16.0,Highly Urban/ Urban,6
63.0,10.0,52064.0,16,Commercial,11770.0,Sports Car,no,8,1.0,Highly Urban/ Urban,8
51.0,0.0,0.0,10,Private,16180.0,SUV,no,0,6.0,Highly Urban/ Urban,6
36.0,11.0,48710.0,59,Private,9970.0,SUV,no,4,5.0,Highly Rural/ Rural,4
72.0,18.0,27625.0,32,Private,18960.0,Sports Car,no,8,1.0,Highly Urban/ Urban,7
51.0,12.0,27940.0,20,Private,21010.0,Van,yes,2,6.0,Highly Urban/ Urban,6
39.0,13.0,54298.0,21,Private,14480.0,Minivan,no,0,9.0,Highly Urban/ Urban,5
34.0,12.0,88760.0,56,Private,20460.0,SUV,no,0,1.0,Highly Rural/ Rural,5
53.0,7.0,77012.0,22,Private,21440.0,Van,no,0,13.0,Highly Urban/ Urban,5
45.0,8.0,45105.0,37,Commercial,17540.0,Van,yes,4,9.0,Highly Urban/ Urban,8
36.0,13.0,28326.0,37,Commercial,26280.0,Pickup,no,2,8.0,Highly Urban/ Urban,6
36.0,11.0,17085.0,58,Private,15840.0,Sports Car,no,2,1.0,Highly Rural/ Rural,5
32.0,13.0,17545.0,46,Commercial,8240.0,Pickup,no,0,1.0,Highly Urban/ Urban,5
43.0,13.0,238856.0,19,Commercial,29690.0,Panel Truck,yes,0,22.0,Highly Urban/ Urban,8
54.0,12.0,69625.0,51,Private,22340.0,SUV,no,2,12.0,Highly Urban/ Urban,5
57.0,12.0,159517.0,43,Private,23150.0,Minivan,no,2,17.0,Highly Urban/ Urban,8
47.0,8.0,28172.0,27,Private,13970.0,SUV,no,0,1.0,Highly Urban/ Urban,5
36.0,13.0,60097.0,40,Commercial,28040.0,Pickup,no,1,1.0,Highly Urban/ Urban,6
43.0,11.0,19219.0,53,Commercial,10470.0,SUV,no,4,1.0,Highly Urban/ Urban,6
46.0,11.0,107677.0,42,Private,17820.0,Sports Car,no,0,16.0,Highly Urban/ Urban,8
41.0,6.0,43889.0,29,Private,18010.0,SUV,no,1,7.0,Highly Rural/ Rural,6
55.0,18.0,49627.0,49,Commercial,11550.0,Minivan,no,0,1.0,Highly Rural/ Rural,5
63.0,15.0,26921.0,19,Private,14360.0,SUV,no,2,11.0,Highly Urban/ Urban,5
45.0,12.0,13891.0,47,Private,7390.0,SUV,no,4,8.0,Highly Urban/ Urban,6
35.0,13.0,64488.0,37,Commercial,21820.0,Van,yes,5,7.0,Highly Urban/ Urban,7
60.0,15.0,163014.0,35,Private,23800.0,Pickup,no,0,8.0,Highly Urban/ Urban,7
51.0,10.0,72900.0,39,Private,6600.0,SUV,no,0,1.0,Highly Urban/ Urban,6
43.0,0.0,0.0,30,Commercial,19790.0,Minivan,no,1,1.0,Highly Urban/ Urban,5
39.0,16.0,42535.0,22,Commercial,19330.0,Van,yes,1,8.0,Highly Rural/ Rural,5
33.0,9.0,31675.0,25,Commercial,9130.0,Sports Car,no,6,1.0,Highly Urban/ Urban,6
37.0,9.0,6857.0,35,Private,12540.0,SUV,no,1,7.0,Highly Rural/ Rural,5
39.0,7.0,66367.0,35,Commercial,5560.0,Sports Car,no,3,1.0,Highly Urban/ Urban,6
43.0,14.0,81674.0,39,Commercial,34680.0,Panel Truck,no,1,10.0,Highly Urban/ Urban,6
48.0,12.0,93658.0,33,Commercial,18050.0,Van,yes,0,10.0,Highly Urban/ Urban,5
45.0,0.0,0.0,24,Private,14750.0,SUV,no,0,7.0,Highly Rural/ Rural,5
56.0,17.0,29524.0,52,Private,14250.0,SUV,no,1,7.0,Highly Urban/ Urban,7
37.0,6.0,70495.0,17,Private,22790.0,Minivan,no,4,1.0,Highly Urban/ Urban,5
40.0,11.0,180525.0,34,Private,11490.0,SUV,no,2,13.0,Highly Urban/ Urban,5
51.0,13.0,34658.0,31,Private,15660.0,Minivan,no,0,11.0,Highly Rural/ Rural,3
42.0,0.0,0.0,5,Private,25540.0,Sports Car,no,0,1.0,Highly Urban/ Urban,5
41.0,6.0,86227.0,28,Commercial,19530.0,Van,no,2,17.0,Highly Urban/ Urban,7
46.0,13.0,27669.0,45,Private,8870.0,Minivan,yes,0,1.0,Highly Rural/ Rural,4
35.0,12.0,77126.0,5,Commercial,11510.0,Pickup,yes,0,1.0,Highly Urban/ Urban,6
43.0,10.0,68350.0,36,Private,22570.0,SUV,no,0,13.0,Highly Rural/ Rural,5
64.0,11.0,76552.0,26,Private,7900.0,Sports Car,no,0,9.0,Highly Urban/ Urban,7
46.0,11.0,57456.0,32,Private,12520.0,Minivan,yes,0,6.0,Highly Urban/ Urban,6
39.0,17.0,173533.0,36,Commercial,25210.0,Panel Truck,yes,1,12.0,Highly Urban/ Urban,6
69.0,14.0,69098.0,57,Private,15310.0,SUV,yes,3,11.0,Highly Urban/ Urban,7
35.0,0.0,0.0,32,Private,4810.0,SUV,no,0,6.0,Highly Urban/ Urban,5
44.0,9.0,65134.0,15,Commercial,12410.0,Minivan,no,0,1.0,Highly Rural/ Rural,5
44.0,7.0,93041.0,23,Commercial,15200.0,Minivan,yes,1,5.0,Highly Urban/ Urban,6
39.0,9.0,69516.0,37,Private,11470.0,SUV,no,4,13.0,Highly Rural/ Rural,5
56.0,15.0,126700.0,36,Private,23980.0,Pickup,no,4,11.0,Highly Urban/ Urban,7
59.0,14.0,0.0,35,Commercial,16400.0,Van,yes,0,14.0,Highly Urban/ Urban,5
41.0,5.0,30043.0,22,Private,16860.0,Van,yes,0,1.0,Highly Urban/ Urban,6
57.0,15.0,34116.0,25,Private,10610.0,Sports Car,no,1,7.0,Highly Urban/ Urban,7
43.0,14.0,54932.0,37,Commercial,11290.0,Pickup,yes,5,1.0,Highly Urban/ Urban,7
42.0,8.0,94591.0,21,Commercial,17470.0,Van,yes,3,8.0,Highly Urban/ Urban,7
52.0,13.0,65465.0,42,Private,18760.0,Van,yes,6,10.0,Highly Urban/ Urban,6
46.0,14.0,56849.0,53,Commercial,6270.0,Pickup,yes,2,1.0,Highly Urban/ Urban,6
51.0,9.0,46201.0,33,Commercial,11220.0,Pickup,yes,0,9.0,Highly Rural/ Rural,7
43.0,0.0,0.0,32,Private,13160.0,Sports Car,no,6,13.0,Highly Urban/ Urban,5
52.0,14.0,125662.0,21,Private,22880.0,Minivan,no,0,16.0,Highly Urban/ Urban,7
43.0,15.0,102262.0,47,Private,15490.0,SUV,no,1,15.0,Highly Urban/ Urban,6
47.0,11.0,18535.0,47,Private,11750.0,Minivan,no,4,17.0,Highly Urban/ Urban,7
44.0,15.0,29502.0,30,Private,28750.0,Minivan,no,2,2.0,Highly Urban/ Urban,4
48.0,10.0,93303.0,30,Private,15630.0,Minivan,yes,5,1.0,Highly Urban/ Urban,6
33.0,11.0,249.0,30,Private,10590.0,SUV,no,1,11.0,Highly Urban/ Urban,4
41.0,10.0,24862.0,26,Private,7790.0,Sports Car,no,2,10.0,Highly Rural/ Rural,4
49.0,14.0,108748.0,32,Private,21520.0,SUV,no,1,7.0,Highly Urban/ Urban,7
50.0,0.0,0.0,12,Private,6500.0,Sports Car,no,0,1.0,Highly Urban/ Urban,5
42.0,10.0,86596.0,32,Private,15280.0,Minivan,no,0,16.0,Highly Urban/ Urban,7
33.0,12.0,92904.0,30,Commercial,14060.0,SUV,no,0,10.0,Highly Urban/ Urban,5
42.0,12.0,82281.0,36,Commercial,18530.0,SUV,no,6,10.0,Highly Rural/ Rural,6
41.0,11.0,0.0,35,Private,9170.0,SUV,no,0,8.0,Highly Urban/ Urban,5
40.0,12.0,63400.0,58,Private,27080.0,Minivan,no,0,1.0,Highly Urban/ Urban,5
51.0,13.0,62463.0,37,Commercial,19370.0,Minivan,no,0,1.0,Highly Urban/ Urban,6
57.0,15.0,25761.0,57,Private,11940.0,Pickup,no,8,11.0,Highly Urban/ Urban,6
42.0,11.0,49224.0,29,Commercial,27460.0,Minivan,yes,0,1.0,Highly Urban/ Urban,5
46.0,10.0,41083.0,21,Commercial,12810.0,SUV,no,4,10.0,Highly Urban/ Urban,6
56.0,17.0,0.0,32,Private,28740.0,Minivan,no,1,6.0,Highly Urban/ Urban,6
52.0,12.0,70293.0,34,Private,33440.0,Pickup,no,0,6.0,Highly Urban/ Urban,7
